,nome_logradouro_residencia,quantidade
2820,RUA OLINDINDA,1
2821,1 TRAVESSA MIN ALBUQUERQUE LINA,1
2822,RUA MARINO DE MELO BERENGUER,1
2823,VILA FELICIDADE,1
2824,RUA CONDE DE NASSAU,1
2825,RUA ZENIA GUERRA,1
2826,RUA ALTEROSA,1
2827,RUA PORTO VITORIA,1
2828,RUA OSCAR RAPOSO,1
2829,RUA PROFESSOR MANOEL CAVALCANTI DE ALBUQUERQUE,1
2830,RUA ANTONIO TOLENTINO,1
2831,R MOABE LOPES DE SIQUIRA,1
2832,RUA NINIVI,1
2833,RUA ALESANDRINA,1
2834,ALMIRANTE JOAO PASCOE,1
2835,RUA ENTREMDENTES,1
2836,REPARTIMENTO,1
2837,RUA S?TIRO DIAS,1
2838,ENCANAMENTO,1
2839,1 TRAV REALEZA,1
2840,R G,1
2841,RUA JOS? DA CRUZ,1
2842,RUA VIRGINIO CAMPELO,1
2843,RUA PADRE FERNA? CARDIM,1
2844,R CASSILANDIA,1
2845,RUA ADRIANOPOLIS,1
2846,RUA IGUARACI,1
2847,RUA DR JOAO PERETI,1
2848,RUA IBIPOARA,1
2849,RUA CASE IPUTINGA,1
2850,AV M?RIO A.P LIRA,1
2851,TRAV. HERMILIO GOMES,1
2852,1? TRAVESSA JO?O SALES DE MENESES,1
2853,RUA BRASUELA,1
2854,RUA CALIFORNIA,1
2855,RUA CAPITAO ARAUJO MIRANDA,1
2856,RUA TABELI?O JO?O ROMA,1
2857,3¬ TRAV. JO?O SALES DE MENEZES,1
2858,RUA CORREGO CENTRAL,1
2859,RUA PROFESSOR JOS? DE CALAZANS,1
2860,R VILA FLOR,1
2861,RUA CINCO DE MAIO,1
2862,RUA 13 MARÃO,1
2863,RUA DA COBAL,1
2864,RUA ARTUR COUTINHO,1
2865,R FLORENTINO DOS SANTOS,1
2866,RUA MARAGOJIPE,1
2867,RUA SENADOR THOMAZ LOBO,1
2868,RUA SINTEL,1
2869,RUA PROFESSORA YVES MAUPEAU,1
2870,ELIZIO MEDRADE,1
2871,AV JOAQUIM RIBEIRO,1
2872,RUA FRANCISCA BENIGNA CAVALCANTI,1
2873,RUA DAS ORQU?DEAS,1
2874,RUA PROF. SEVERINO V. EMEROCIANO.,1
2875,AV. LUCEMBERG,1
2876,RUA MAESTRO JOHNI JHONSON,1
2877,RUA DR ANTONIO CORREIA DE OLIVEIRA,1
2878,RUA MINISTRO NELSON DIAS,1
2879,RUA RAUK AZEVEDO,1
2880,RUA MARUIM,1
2881,RUA OTAVIO DE LIRA,1
2882,RUA PALMEIRANTE,1
2883,RUA BARRA DE SAO PEDRO,1
2884,RUA 8 N,1
2885,RUA CONGO,1
2886,RUA DOUTOR JOS? RAMOS VASCONCELOS,1
2887,RUA BAR?O CAPIBARIBE,1
2888,RUA CARLOS LAMARCA - Q 22,1
2889,R 1 TRAV. AGUA AZUL,1
2890,RUA AGOMINIA,1
2891,R SAO SEBASTIAO,1
2892,RUA CANDEL?RIA,1
2893,RUA MARC?LIO FERREIRA,1
2894,RUA MARQUES DE TAMANDARE,1
2895,RUA COMPOSITOR RAUL VALEÃA,1
2896,RUA PACIFICA,1
2897,RUA EXPEDICION?RIO AGOSTINHO MONTEIRO,1
2898,RUA ENGENHEIRO ?GUA CLARA,1
2899,RUA JOSE TRIGREIRO,1
2900,RUA TUCUMAN,1
2901,AV ENGENHO BARRA DO BODE,1
2902,RUA LAURINHOS,1
2903,RUA MANUEL INACIO,1
2904,RUA EDUARDO DUBEUX,1
2905,RUA PROF AUGUSTO LINS E SILVA,1
2906,RUA VISC DE PARNAIBA,1
2907,RUA ANA FRANCISCA DE AZEVEDO,1
2908,RUA SENADOR MARIO VIGARIO,1
2909,RUA ELIETE AGUIAR,1
2910,CAMINHO DA AREINHA,1
2911,REUA ENGENHEIRO JOS? SOARES,1
2912,R. ROSA BORGES,1
2913,RUA DR BENIGNO JORDAO,1
2914,RUA CACUL?,1
2915,RUA VISCONDE PARNAIBA,1
2916,RUA ANTOLOGO WALDEMAR,1
2917,1¬ TRAVESSA MAREELOM DE CASTRO LIRA,1
2918,RUA CAMITA,1
2919,RUA FLORA DE ASSUNCAO,1
2920,RUA VALMIR MORAIS,1
2921,RUA ALTO DA BOA ESPERANCA,1
2922,RUA PORTO MOZ,1
2923,RUA CONS. SILVEIRO DE SOUZA,1
2924,RUA DUARTE NUNES LE?O,1
2925,RUA DE CARIOCA,1
2926,ALTO JARDIM PROGRESSO,1
2927,RUA DAVID XASSER,1
2928,RUA EMILIANO BRGA,1
2929,RUA AGRICULTOR JOAO BEZERRA DE OLIVEIRA,1
2930,RUA SOSSEGO,1
2931,RUA CAPITAO SAMPAIO XAVIER,1
2932,RUA AGOSTINHO BEZERRA,1
2933,ANTONIO VICENTE,1
2934,RUA DR FLAVIO FERREIRA DA S MAROJO,1
2935,RUA ATALAIA,1
2936,RUA GUAPO,1
2937,ANA BAEBOSA HELIODORA,1
2938,RUA ITAINOPOLES,1
2939,RUA ARCANJO,1
2940,RUA ARAUA,1
2941,RUA SOLDADO JOS? VIVANÃO,1
2942,RUA ANTONIO DE S?,1
2943,ITAMARATI,1
2944,RUA NOVE,1
2945,RUA SEFARINA CARNEIRO,1
2946,RUA ERNESTO NAZARET,1
2947,DAVID NASSER,1
2948,RUA DO PROGRESSO,1
2949,R FELIXLANDIA,1
2950,R APULERO DE ASSUNCAO,1
2951,R CAETES,1
2952,RUA VISCONDE DE PORTO SEGURO,1
2953,RUA CLAUDIO MANOEL,1
2954,RUA GENERAL ESTELA,1
2955,RUA MANOEL ALVES,1
2956,RUA ROSINA BAZANTE,1
2957,R GENERAL ARTUR OSCAR,1
2958,RUA MELINHOSA,1
2959,RUA MARIA A.S VIEIRA,1
2960,RUA CAMAPUA,1
2961,RUA EDUARDO DE ANDRADE,1
2962,RUA MAESTRO NELSON,1
2963,RUA MARIA ESTAVAO,1
2964,RUA ALEXANDRINO,1
2965,RUA LAGOA,1
2966,RUA LABREA,1
2967,RUA ALICE TIBITICA,1
2968,CORREGO JOSE FERNANDES MACHADO,1
2969,RUA OLEGARIO MARIANO,1
2970,RUA JARBAS VASCONCELOS,1
2971,RUA DEMOSTEBNE DE SOUZA FILHO,1
2972,"RUA ALM, NORONHA",1
2973,RUA COQUEIRO SECO,1
2974,RUA SIPOTANIA,1
2975,RUA PADRE CHAMPAGNAT,1
2976,RUA VISCONDE DE ALBUQUERQUE,1
2977,RUA DO JASMIN,1
2978,RUA TAMBUARA,1
2979,RUA ENGENHO LUIZ VAUTHIER,1
2980,RUA MARICELOS,1
2981,RUA VILA 7 DE AGOSTO,1
2982,ESTEV?O,1
2983,RUA JO?O ROSENDO,1
2984,"RUA PROF, JAN REIS",1
2985,RUA ARNALDO PAES DE ANDRADE,1
2986,RUA CROMINIA,1
2987,RUA EPAMINONDAS CRISTOV?O DE OLIVEIRA,1
2988,RUA MIGUEL CALMON,1
2989,RUA CANOAS,1
2990,RUA APUCARAMA,1
2991,RUA JO?O SALES DE MENEZES,1
2992,AVENIDA CANAL,1
2993,MORADOR DE RUA,1
2994,RUA LARGO DA FEIROSA,1
2995,AVENIDA GENERAL SAN MARTIM,1
2996,RUA PROFESSORA NELSON MELO,1
2997,AV DR JOSE RUFINO,1
2998,RUA ARA?BA,1
2999,RUA PARAN? DO OESTE,1
3000,RUA RIVERLANDIA,1
3001,1? TRAVESSA S?O JOSE,1
3002,RUA DERMERAL,1
3003,RUA ENGENHO,1
3004,AVENIDA DOUTOR DIRCEU VELLOSO TOSCANO DE BRITO,1
3005,TAPACURA,1
3006,RUA ENGENHO CANAVIEIRA,1
3007,NAO INFORMADA,1
3008,RUA GUIMARAES PEIXOTO,1
3009,4 TRAVESSA DA RUA ITALIA,1
3010,RUA SOUZA LUNA,1
3011,RUA QUINZE IBIRACU,1
3012,AV PIRACICABA,1
3013,RUA DA AZEITONA,1
3014,RUA ALFREDO BECKER,1
3015,RUA RIO ACIMA,1
3016,DR SOLANO CARNEIRO DA CUNHA,1
3017,TRV DA RUA SANTA HELENA,1
3018,DEMETERIO MACIEL,1
3019,RUA SINDICATO DOS VIGILANTES,1
3020,RUA ALICE TIBIRI,1
3021,RUA ISAIAS BORBA DA COSTA,1
3022,CONSELHEIRO NABUCO,1
3023,4 TRAV PEDRO CELSO,1
3024,RUA CAEM,1
3025,MALACO,1
3026,R JANIRO PONTES,1
3027,RUA PERO VAZ DE CARINHA,1
3028,EXPEDICION?RIO ALCEB?ADES DA CUNHA,1
3029,RUA ANA AURORA,1
3030,2¬ TRAVESSA CABO EUTROPIO,1
3031,R LAGOA REAL,1
3032,RUA PADRE CABRAL,1
3033,GLORIA DA,1
3034,RUA JUPIAÃARA,1
3035,RUA JO?O RIBEIRO,1
3036,RUA ALTO DA JAQUEIRA,1
3037,RUA DR RONILDO ROCHA LEAO,1
3038,RUA EXPEDICIONARIO JORGE DA COSTA LIMA,1
3039,MANOEL BERNADES,1
3040,RUA PATRIMONIO,1
3041,RUA JUDITE,1
3042,RUA AGOSTINHO BARBALHO,1
3043,RUA ARISTARCO PAVAO,1
3044,R DR SOLANO CARNEIRO DA CUNHA,1
3045,RUA PITANGA,1
3046,RUA MARIA DO CARMO,1
3047,AV CINTRA DE CARVALHO,1
3048,RUA ANTONIO FALCAO,1
3049,RUA EURICO SOUZA LE?O,1
3050,RUA EMATUBA,1
3051,CAIUDE,1
3052,RUA VALERIO SILVA,1
3053,R LUIZLANDIA,1
3054,RUA ALFREDO BECHER,1
3055,RUA PROFESSORA LARISA FEREIRA CORTE,1
3056,RUA CANTOR VICENTE CELESTINO,1
3057,RUA RAL LEONI,1
3058,RUA SAFIRA,1
3059,RUA CARLOS MARIGHELHA,1
3060,RUA CLAUDINO DO NASCIMENTO,1
3061,SAO LUCAS,1
3062,RUA ESTEVAO DE OLIVEIRA,1
3063,AGNILIS MARQUES,1
3064,RUA TAPUIARA,1
3065,RUA JO?O CARLOS PEREIRA MOTA,1
3066,LUIZ FARIAS,1
3067,RUA IBIRA,1
3068,VISCONDE DE GARRET,1
3069,RUA AMARO FRANCISCO DE SOUZA,1
3070,RUA JOAO REGUEIRA,1
3071,RUA PROFESSOR SANTO MAIOR,1
3072,RIO JARDINA,1
3073,RUA BARREIRO,1
3074,RUA DOTOR ALBERTO,1
3075,RUA DOM EXPEDITO MOURA,1
3076,RUA QUARATUBA,1
3077,RUA JO?O CARDOSO AIRES,1
3078,FERNANDA F. SOUZA,1
3079,RUA S?O JOS?,1
3080,RUA SEGUNDA TRAVESSA DRACENA,1
3081,RUA SALUTARES,1
3082,RUA PORTO ALEGRE,1
3083,SEGUNDA TRAVESSA DE LIMA,1
3084,"R, AV BEIRA RIO",1
3085,RUA DR. PEDRO CAMELO,1
3086,RUA ALTO DO CRUZEIRO,1
3087,RUA ITAICUBA,1
3088,RUA PROFESSOR PEDRO AUGUSTO CARNEIRO LEAO,1
3089,RUA PADRE LIMA E SA,1
3090,R RIO MARANHAO,1
3091,AVENIDA 15 DE NOVEMBRO,1
3092,RUA ANDRE NEGREIROS MAIA,1
3093,RUA TAIO,1
3094,RUA PROFESSOR LOURDES DUTRAS,1
3095,R VENCEDORA,1
3096,RUA DR PAES DE MELO,1
3097,AV DOMINGOS FERREIRA,1
3098,RUA PROFESSOR ARTUR COUTINHO,1
3099,RUA CANTOR LUIZ DE ALMEIDA,1
3100,RUA CISNEIRO,1
3101,RUA DOUTOR JOSE ANASTACIO DA SILVA GUIMARAES,1
3102,RUA PRESIDENTE OLEGARIO,1
3103,RUA ODETE SANTOS VASCONCELOS,1
3104,RUA ITAU,1
3105,RUA AFRANIO,1
3106,RUA PARQUE SANTA MARIA,1
3107,RUA SAO LUIZ,1
3108,AV FRANCISCO ALVES,1
3109,RUA CORONEL LAMENHA,1
3110,RUA PALMINËPOLIS,1
3111,R DA BACIA,1
3112,RUA TAPISENA,1
3113,RUA DO ARACA,1
3114,R IRANI,1
3115,R DR ARTHUR NEVES,1
3116,RUA DOS CAMAROES,1
3117,RUA RIO IPOJUCA,1
3118,RUA PROFESSOR JOS? JOAQUIM DE ALMEIDA,1
3119,RUA BELARMINO CARNEIRO,1
3120,RUA PRESIDENTE WASHIGTON LUIZ,1
3121,RUA GUILHERME ALMEIDA,1
3122,RUA MARACAI,1
3123,RUA PAVONA,1
3124,RUA CACAMBA,1
3125,RUA DA FACE,1
3126,AVENIDA FONTE,1
3127,RUA NILZA,1
3128,BOLEIRO DO,1
3129,AVENIDA QUINZE DE NOVEMBRO,1
3130,RUA JOSE A GESILO,1
3131,RUA LUIZ CLERICUZZI,1
3132,TRAVESSA BENTO DE ABREU,1
3133,2 TRAVESSA Q,1
3134,RUA OLINDA MARIA DA SILVA,1
3135,RUA DA BENÃAO,1
3136,RUA DR JOSE RAMOS,1
3137,RUA F,1
3138,RUA GOVERNADOR DIX SEPTE ROSADO,1
3139,RUA FELIZ DESERTO,1
3140,RUA VINTE QUATRO DE JUNHO,1
3141,RUA MARTA MARIA TENORIO,1
3142,AURELIANO LEAL,1
3143,RUA HERC?LIO DE SOUZA,1
3144,R GERAL MENA BARRETO,1
3145,RUA GENERAL C. BORGES .C BRANCO,1
3146,AVENIDA VEREADOR ATACILIO AZEVEDO,1
3147,AVEINIDA JORNALISTA COSTA PORTA,1
3148,R CONCELHEIRO PERETTI,1
3149,SEGUNDA TRV DA RUA JUSTICA E PAZ,1
3150,AVENIDA FORTE DO ARRAIAL NOVO BOM JESUS,1
3151,RUA CLEZIO CABRAL,1
3152,DE 1260 E 1261 AO 3585 E 3586,1
3153,RUA TARABI,1
3154,AVENIDA PRESIDENTE KENNEDY,1
3155,AVENIDA MANOEL BORBA,1
3156,RUA MADRE TEREZA DE CAUCUTAR,1
3157,RUA MONSENHOR JULIO,1
3158,RUA ALTO DO MANDU,1
3159,RUA BONITA,1
3160,RUA MARIA CAROLINA,1
3161,RUA MORRO DO PINA,1
3162,JOSE DOS SANTOS,1
3163,RUA ARABA,1
3164,RUA POETA RAIMUNDO ASFORA,1
3165,RUA FREI LUIS DE SOUZA,1
3166,R FRE JORGE,1
3167,2 TRAV AUREA,1
3168,RUA MARABA,1
3169,RUA MAJOR DE LIRA FERRAZ FERREIRA,1
3170,2TV JUSTICA LINS,1
3171,RUA DA BAIXINHA,1
3172,RUA PASTOR ISRAEL VIEMA FERREIRA,1
3173,RUA CARDEAL ARACO VERDE,1
3174,RUA LEVI DE ALMEIDA,1
3175,RUA GLAUBER ROCHA,1
3176,PRACA PROFESSOR FLEMING,1
3177,JULIO RAMOS,1
3178,RUA S?O MIGUEL,1
3179,ARLINDO CISNEIRO,1
3180,RUA PEDRO BOULITREAU,1
3181,RUA CËRREGO DO MARRECO,1
3182,VILA CAPILE,1
3183,3¬ TRAVESSA COMPOSSITOR VINICIUS DE MORAES,1
3184,RUA LASSERE,1
3185,RUA RIO MARANH?O,1
3186,RUA CARLOS GALHARDO,1
3187,RUA DR GUSTAVO PINTO,1
3188,RUA CLOTILDE DE OLIVEIRA,1
3189,RUA 1 TRAV VISCONDE DE GORETE,1
3190,RUA TV MARIA GOMES,1
3191,R MARCOS MACIEL,1
3192,RUA ANA POETISA AUTA DE SOUZA,1
3193,RUA MARATA,1
3194,RUA CAPIT?O MANOEL,1
3195,2¬ TRAVESSA DO DESTERRO,1
3196,RUA EDUARDO DUBEX,1
3197,RUA JUIZ ARTUR RARIEL,1
3198,RUA PROFESSOR LOURDES DUTRA,1
3199,RUA JO?O SALES,1
3200,RUA CAETIF?,1
3201,RUA BRASA BANTE,1
3202,RUA ARROZAL,1
3203,RUA GERSON DE BARROS PINANGE,1
3204,RUA ANTONIO DE PADUA M FERNANDES,1
3205,UBIRAPUAN,1
3206,RUA EXPEDICION?RIO WILSON SIMOES,1
3207,TRAVESSA ARSENIO CALACA,1
3208,RUA PASCOAL SEVINI,1
3209,CONJ. RESIDENCIAL - BLOCO G,1
3210,SUB DO PENSAMENTO,1
3211,2¬ TRAVESSA CORDISLANDIA,1
3212,RUA GENIVAL ADALTO G BARBOSA,1
3213,RUA EVERALDO CUNHA,1
3214,ESTRADA DO FRIGORIFICO,1
3215,RUA ENGENHEIRO MOACIR PARA?BA,1
3216,RUA ESTRADA DOS REMEDIOS,1
3217,RUA BARRA DO SOGI,1
3218,RUA ENGENHO BELA ROSA,1
3219,RUA GUARAJIBA,1
3220,AV. PROF? JOS? DOS ANJOS,1
3221,1 TV LINHA NOVA,1
3222,GUILHERME SALAZAR,1
3223,RUA IBITUBA,1
3224,AV ENG DOMINGOS FERREIRA,1
3225,RUA BACHAREL SEVERINO TORRES GALDINO DO NASCIMENTO,1
3226,RUA IBIRATINGA,1
3227,RUA ANTONIEL CURADO,1
3228,LOTEAMENTO EUDORADO,1
3229,AV ENGENHO MURIBECA,1
3230,RUA SOLDADO GERALDO ROSA,1
3231,RUA PROF ADALBERTO NEVES,1
3232,R ADOLBERTO,1
3233,RUA DR MIGUEL VIEIRA FERREIRA,1
3234,RUA SIBIRO,1
3235,RUA INDAIA DO SUL,1
3236,DESEMBARGADOR RODOLFO AURELIANO,1
3237,AV ANGAR DOS REIS,1
3238,CIDADE MONTEIRO,1
3239,RUA ARMANDO DA FONTE,1
3240,RUA JOAO EUGENIO DE LIMA,1
3241,ANTONIO BORGES,1
3242,RUA ITAIPOLIS,1
3243,RUA RIO CLARO,1
3244,SANTA QUITERIA,1
3245,ENGENHEIRO BARRA DO DIA,1
3246,RUA BARTOLOMEU BULEUO,1
3247,RUA RIO COARI,1
3248,RUA SANSAO RIBEIRO,1
3249,RUA MAES,1
3250,RUA ENGENHO BARCA NOVA,1
3251,RUA ONZE DE FEVERREIRO,1
3252,RUA JOSE PIMENTEL,1
3253,RUA AZUL,1
3254,RUA AMARO LOPES MADEIRA,1
3255,JOAQUIM TEIXEIRA,1
3256,RUA ARACATUBA,1
3257,PARANA DO OESTE,1
3258,RUA OSCAR BRAND?O,1
3259,CORREGO DO LEONCIO,1
3260,RUA DOUTOR SABINO PINHO,1
3261,RUA NATURALISTA AUGUSTO ROCI,1
3262,R MAJOR GUERRA,1
3263,AREIA BRANCA,1
3264,RUA DOM JO?O MOURA,1
3265,RUA RIO MAJU,1
3266,RUA SUBIDA DO S,1
3267,RUA DOUTOR RAPOSO PINTO,1
3268,RUA FRANCISCO RABELO,1
3269,R DE ABERLADO LIMA,1
3270,R ZEFERINO AYRA,1
3271,R SEVERIVA GOMES,1
3272,RUA VINTE E UM,1
3273,RUA CORREGO CURIO,1
3274,BATAGUAÃU,1
3275,RUA MANDULINO,1
3276,RUA CEMITERIO,1
3277,RUA JACOME DE ARAUJO,1
3278,RUA PORTO DE PEDRA,1
3279,MINISTRO JOAO ALBERTO,1
3280,RUA SALINOPOLIS,1
3281,RUA ANA LIDIA,1
3282,TRAVESSA CAMPOS TABAIARES,1
3283,RUA AFONSO PENA,1
3284,RUA CORONEL JOAO RODRIGUES,1
3285,RUA MURUMBI,1
3286,RUA I. A. DA SILVEIRA,1
3287,ITANHANDU,1
3288,QUINTA TRV DA RUA HOLMES FONTES,1
3289,AV. INACIO MONTEIRO,1
3290,RUA ALTO DA BEELA VISTA,1
3291,AV. CAXANGA,1
3292,RUA APRIGIO GUIMARAES,1
3293,RUA AURIFLAMA,1
3294,RUA ANTONIO FIGUEREDO,1
3295,RUA JOSE BENTO BATISTA,1
3296,RUA ELISA CABRAL,1
3297,RUA VILA REAL,1
3298,RUA DA BOLA,1
3299,RUA BENICIO DIAS,1
3300,RUA JOSE RAMOS,1
3301,RUA RIBEIRAO NEVES,1
3302,RUA BEM TE VI,1
3303,RUA FATIMA TEIXEIRA,1
3304,RUA VITORIA DO PIAUI,1
3305,RUA PROFESSORA ARCELINA CAMARA,1
3306,VILA MIGUEL ARRAES,1
3307,AVENIDA PURINANA,1
3308,RUA DR. JOSE ANASTACIO,1
3309,RUA PAMPOLA,1
3310,RUA CANTORA ELIS REGINA,1
3311,RUA PEDROSA,1
3312,RUA JOSE CARLOS NOVAES,1
3313,R. MADRE CABRAL,1
3314,RUA PROFESSOR JOSE BRASILEIRO VILLA NOVA,1
3315,RUA 3 TRAV¬ SITIO S?O BRAZ,1
3316,MARIA GOUVEIA,1
3317,AV. AGUAS VERDES,1
3318,R ANITOPOLES,1
3319,PACOTE DE MEL,1
3320,AV CONSELHO AGUIAR,1
3321,RUA GAL. MOURICY,1
3322,RUA CARLOS RIOS,1
3323,RUA GARIBALDI,1
3324,RUA NOSSA SSENHORA DO Ë,1
3325,RUA JURIU,1
3326,R HEMERITO MACIEL,1
3327,RUA GENERAL POLIDOROR,1
3328,1 TRAV SITIO DAS PALMEIRAS,1
3329,RUA DR TRINDADE CALDAS COSTAS,1
3330,RUA DUNAS,1
3331,LOTEAMENTO JARDIM ELDORADO,1
3332,RUA VILA INALDO M.,1
3333,RUA DAS OFICINAS,1
3334,JOSE AUSTROGESIMO,1
3335,RUA DESEMBARCADOR LOPES GOMES,1
3336,ALMIRANTE JO?O PASCOE,1
3337,RUA ITABERA,1
3338,RUA SANTA L?CIA,1
3339,RUA JOAQUIM FRANCISCO LIRA,1
3340,RUA JOS? EDUARDO MOURA,1
3341,RUA PE.DIOGO RODRIGUES,1
3342,RUA MARILENHA,1
3343,RUA ARNOLDO MAGALH?ES,1
3344,RUA CRUZERO DO SUL,1
3345,RUA ANAPIXUMA,1
3346,RUA APEU,1
3347,CONDOMINIO BAGNULO,1
3348,AV. DOZE DE JUNHIO,1
3349,RUA ANTONIO VALDEIRO DA COSTA,1
3350,RUA ALEXANDRINA,1
3351,ITACAMBIRA,1
3352,RUA ANTONIO APOLINARIO,1
3353,RUA SAGUNDINO CARNEIRO,1
3354,RUA EDITE QUEIRZ,1
3355,RUA OPERARIA,1
3356,RUA EDITE QUEIROZ ANDRADE CINTRA,1
3357,R DOM JOSE PEREIRA ALVES,1
3358,RUA NIVALDO CAVALCANTE MAIA,1
3359,RUA ARS?NIO CALAÃA,1
3360,RUA 1 PAR CORONEL MIZAEL DE MEDONCA,1
3361,AVENIDA PADRE CICERO,1
3362,R RIO PARANAIBA,1
3363,RUA BOM JESUS,1
3364,ALTO DA BOA ESPERANCA,1
3365,RUA GUAIANASES,1
3366,RUA SANTO COSMO DAMIAO,1
3367,RUA MANOELA HELENO FILHO,1
3368,SEIS DE MARÃO,1
3369,PRIMEIRA TRAVESSA EURICO TEIXEIRA LISBOA,1
3370,R CANGUARETANA,1
3371,RUA MARIA JOSE MORAIS BEZERA,1
3372,RUA JOSE MENEZES DE LYRA FILHO,1
3373,SEGUNDA TRV DA RUA HOLMES FONTES,1
3374,RUA PROFESSOR VALDEMAR DE OLIVEIRA,1
3375,RUA PELOPIDAS ARROXELAS,1
3376,DEMBARGADOR ALTINO,1
3377,RUA PARAÃA DO CAXANG?,1
3378,JOLANDIA,1
3379,GUAIARA,1
3380,RUA SEVERINA SANTA PEDROSA,1
3381,RUA IBIAPORA,1
3382,RUA ANTONIO LUIS,1
3383,PRIMEIRA SUBIDA JOSE,1
3384,RUA GERMANO GUILHERME DA SILVA,1
3385,RUA CELSINA MAIA PEREIRA,1
3386,RUA TAMANIQUA,1
3387,RUA DEPORTISTA GEO,1
3388,HARMONIA,1
3389,QUATRO,1
3390,RUA DOUTOR JOAO FIGUEIRA,1
3391,RUA LAGE GRANDE,1
3392,RUA INDAIA,1
3393,VINTE E UM DE ABRIL,1
3394,RUA REINALDO DORNELES CAMARA,1
3395,RUA JOAO CARLOS PEREIRA,1
3396,RUA TRANSCONTINENTAL,1
3397,COMPOSITOR JOSE DANTAS,1
3398,R ENGENHO POETA,1
3399,RUA JO?O ROMA,1
3400,RUA UMBURETAMA,1
3401,RUA 5 DE AGOSTO,1
3402,RUA MANOEL BRAND?O,1
3403,R SUZANO,1
3404,RUA ITARAPUA,1
3405,RUA TEREZINA,1
3406,RUA SITIO DA MANGUEIRA,1
3407,RUA CAMPO DO CAMPENENSE,1
3408,RUA JACO VELOSINE,1
3409,22 DE AGOSTO,1
3410,RUA PAULISTANO,1
3411,RUA RANCISCO DE BARROS BARRETO,1
3412,RUA MORRO DA CONCEIÃAO,1
3413,RUA SALM?O,1
3414,RUA GOMES TABORBA,1
3415,RUA LISBOA,1
3416,RUA BARRO MONTEIRO,1
3417,RUA ITAMARI,1
3418,RUA CORREGO BOMBEIRENSE,1
3419,PIROTONIA,1
3420,RUA DR ADELINO,1
3421,AV. CAXANG?,1
3422,R SETUBAL,1
3423,RUA VISCONDE DE SA BANDEIRA,1
3424,RUA NEIDE SANTANA,1
3425,RUA ANA ROSARIO DO OESTE,1
3426,R DA FONSECA,1
3427,CORREGO DA CALMA,1
3428,2¬ TRAVESSA JO?O PRAXEDES,1
3429,RUA TENENTE ROLLAND RITTMISTA,1
3430,RUA NICOLAU PEREIRA,1
3431,RUA MONSENHOR SEVERINO NOGUEIRA,1
3432,RUA DOUTOR METODIO MARANHAO,1
3433,MAJOR RUBENS VAZ,1
3434,RUA SAO LOURENÃO DA MATA,1
3435,RUA CAMINHA,1
3436,JOAO LIBERTO,1
3437,RUA PORTO SEGURO,1
3438,AV OASIS,1
3439,AV SAO FRANCISCO,1
3440,ULISSES COSTA,1
3441,RUA ITABAPU?,1
3442,RUA PROFESSOR JOSE DOS SANJOS,1
3443,RUA VALMIR MARQUES,1
3444,RUA PACAJUR,1
3445,R VISCONDE DO CARU,1
3446,SYLO BITTENCOURT,1
3447,RUA PIRACICABA,1
3448,RUA DO VALE,1
3449,RUA SITIO GRANDE,1
3450,RUA RIO ESPERA,1
3451,SEGUNDA TRAVESSA ONZE DE AGOSTO,1
3452,RUA TAMAROS,1
3453,RUA DONA AQUILINA,1
3454,AVENIDA BARAO DE BONITO,1
3455,RUA ARARUMA,1
3456,RUA JORNALISTA JOSE MARINHO,1
3457,RIA CORONEL FERNANDO FURTADO,1
3458,RUA ITAQUITINGA,1
3459,RUA BURITIZAL,1
3460,RUA HULIO JOSE DE SOUZA,1
3461,RUA ALTO DO CACHAMBU,1
3462,TRAVESSA JOSE MARTORANO,1
3463,RUA PADRE TEOFILO TWORZ,1
3464,2¬ TRAV. LOS? MOREIRA REIS,1
3465,RUA JORNALISTA LUIZ BELTRAO DE ANDRADE LIMA,1
3466,RUA GURJ?O,1
3467,RUA IANUARIO BARBOSA,1
3468,R DR PAULO CORREIA,1
3469,RUA HERACLICO CAVALCANTE,1
3470,RUA GENERAL LABATUTE,1
3471,RUA ONZE DE MAIO,1
3472,RUSA ARISTIDE MUNIZ,1
3473,RUA TUPIRANTINS,1
3474,ENGENHEIRO CALDAS,1
3475,RUA PROFESSOR SILVIO MARANH?O,1
3476,ESTRADA DO BARBALHO DE 762 A 99999,1
3477,RUA MARQU?S DE QUELUZ,1
3478,RUA BAR?O DE CERRO LARGO,1
3479,RUA RIO PIAVI,1
3480,AVENIDA BICENTENARIO DA REVOLUCAO FRANCESA,1
3481,RUA PROF ANTONIO LUIS LINS DE BARROS,1
3482,RUA ITAPETIM,1
3483,RUA OPERARIO JULIO ROCHA,1
3484,RUA CURIMATAU,1
3485,RUA RIO MORNO,1
3486,PRIMEIRA TRAVESSA JOAO PRAXEDES,1
3487,RUA FRANCISCO ROCHA,1
3488,RUA RAIMUNDA COELHO,1
3489,RUA CANTINHO,1
3490,RUA GOIABEIRAS,1
3491,R PONGAI,1
3492,RUA GURJAO,1
3493,RUA HELIËPOLIS,1
3494,RUA SABINOPOLES,1
3495,R ANTONIO VALDEVINO DA COSTA,1
3496,2¬ TRAV. LINHA NOVA,1
3497,TRAVESSA DO OLIVEIRA,1
3498,RUA CORREGO JOAO PEDROSA,1
3499,RUA JOAO CORDEIRO,1
3500,RUA TINHO,1
3501,RUA PEREIRA DA SILVA,1
3502,RUA ENGENHEIRO SAMPAIO,1
