,nome_logradouro_residencia,quantidade
4876,RUA IVANILDO CORREIA,1
4877,RUA IPINOSE,1
4878,RUA IOLANDA RODRIGUES SOBRAL,1
4879,RUA ENGENEHIRO EDGAR WERNECK,1
4880,RUA CANDIDA LOPES MARQUES,1
4881,R NEVES,1
4882,JOS? DA CRUZ PINHEIRO FILHO,1
4883,TRAVESSA CAMPOS TABAURIS,1
4884,ANA,1
4885,RUA VENANTINA,1
4886,R ANARINHO,1
4887,OITICICA LINS,1
4888,RUA NOVA AURORA,1
4889,RUA SANTA,1
4890,AVENIDA PROFESSOR ESTEV?O FRANCISCO DA COSTA,1
4891,RUA SANTOS COSME E DAMIAO,1
4892,RUA GUARABIRA,1
4893,AVENIDA GADELHA,1
4894,RUA DA PROSPERIDADE,1
4895,RUA MARACANA,1
4896,PRAÃA DOM DIEGO CAMAR?O,1
4897,RUA NICOLAU GERONIMO DE BARROS,1
4898,RUA MAN SENHORA TABOSA,1
4899,RUA ENGENHEIRO AGRONOMO,1
4900,RUA FONSECA DE OLIVEIRA,1
4901,RUA DOSE,1
4902,"ESTRADA DO ENCANAMENTO, 592 - CS: 307",1
4903,RUA PIABA,1
4904,RUA EGUATU,1
4905,CORREGO DA JAQUEIRA,1
4906,RUA JOAO DE LIMA,1
4907,AV MARIO ALVARES P DE LIRA,1
4908,RUA ENGENHEIRO JOS? SOARES,1
4909,RUA CRISTALANDIA,1
4910,RUA SIRIGI,1
4911,R ARACAGI,1
4912,RUA ANTONIO GOMES DIAS,1
4913,RUA SAPOTI,1
4914,AV. BAR?O DE BONITO,1
4915,RUA BARRA DO RIACERAO,1
4916,AVENIDA CAMARAO,1
4917,RUA CORONEL VIRGILIO DE MEDEIROS,1
4918,RUA CATIMBAL,1
4919,R BOA VENTURA RODRIGUES,1
4920,RUA ENGENHEIRO JOSE APOLINARIO,1
4921,RUA MOCAS,1
4922,R ENGENHEIRO VASCONCELOS BITTENCOURT,1
4923,RUA SANTANOPOLIS,1
4924,R CLOVIS BEVILAGUA,1
4925,RUA ADALBERTO RANGEL GOMES,1
4926,RUA VENEZUELA,1
4927,RUA CORREGO DO CURIO,1
4928,RUA JOSE EDUARDO MOURA,1
4929,RUA CATOLE DO ROCHA,1
4930,RUA CARTA SENA,1
4931,RUA SALINA,1
4932,TUA TAPAU?,1
4933,RUA MANOEL AZEVEDO ANDRADE,1
4934,RUA VALDELANDIA,1
4935,R CONAVIEIRA,1
4936,RUA DOUTORA AMARILES BARBOSA,1
4937,RUA CARDEAL DOM AUGUSTO,1
4938,RUA TRIMONTE,1
4939,RUA ARATINGA,1
4940,RUA DOUTOR BENGNO,1
4941,RUA PETROLINA DE QUEIROZ,1
4942,R MALAQUIAS,1
4943,TRV DA RUA CACIMBA,1
4944,R VISCONDE DE ITABORI,1
4945,RUA CARLOS NOVAES N MACHADO,1
4946,RUA 2 DE FEVEREIRO,1
4947,RUA TRAJANO DE MORAIS,1
4948,JATICE,1
4949,RUA JOSE DEMETRIOS,1
4950,RUA AURORA,1
4951,RUA EXTREMOS,1
4952,TRV JOAO CORREIA FILHO,1
4953,RUA DEZ DE NOVEMBRO,1
4954,RUA JOSE DOMINGOS DE LIMA,1
4955,RUA ALTO DO EUCALYPTO,1
4956,RUA BOA VENTURA,1
4957,R COMENDADOR JOSE VITOR,1
4958,RUA ADOLFO FARO,1
4959,RUA CAFARNAUM,1
4960,RUA ITAPESA,1
4961,RUA JORNALISTA JOSE MARINHO DE MELO,1
4962,RUA FLORIANO PEIXOTO,1
4963,TRAVESSA FIGUEIRA DE MELO,1
4964,RUA DA AURORA,1
4965,RUA RUBENS BERTA,1
4966,RUA ALFREDO DE MEDEIRO,1
4967,RUA CICLOVIA REPUBLICA DA ARGELIA,1
4968,RUA JOAO DE DEUS,1
4969,AV OTACILIO AZEVEDO,1
4970,RUA ALTO DOS QUEIMADOS,1
4971,SARGENTO SILVIO,1
4972,RUA ARY PETER,1
4973,CAJUEIRO DO,1
4974,RUA CARNAIBA,1
4975,RUA ESPIRITO SANTO,1
4976,R TELES JUNIOR,1
4977,RUA BARAO DE MURIBECA,1
4978,RUA ORËS,1
4979,RUA VISCONDE DO BOM RETIRO,1
4980,RUA DOM JOAO DE SOUZA,1
4981,RUA PRAÃA CAXANGA,1
4982,RUA WALDEMAR REIS DO REGO,1
4983,RUA JUNA,1
4984,SEGUNDA TRAVESSA SIRIJI,1
4985,R CARLOS RIOS,1
4986,RUA PROFESSOR ANTONIO COELHO,1
4987,RUA JOSE ADERVAL CHAVES,1
4988,RUA ADEMIR MARTINS,1
4989,RUA IGUAT?,1
4990,RUA DR JOSE MARIA,1
4991,RUA JOAQUIM ALHEIROS,1
4992,RUA ENGENHO MATARAGIPE,1
4993,RUA SANFONEIRO LU?S GONZAGA,1
4994,R HERCELIA DE MEDEIROS,1
4995,CONSELHEIRO TEODORO,1
4996,RUA SARAMANDIA,1
4997,RUA JOSE BARBOSA DE LIRA,1
4998,RUA CARNABAU,1
4999,RUA ODILON TUCUMAN,1
5000,R CLOTILDE DE OLIVEIRA,1
5001,RUA SANDOVAL BEZERRA,1
5002,RUA DOS CATES,1
5003,JOAO CARNEIRO DA CUNHA,1
5004,LAÃO ENCANTA MOÃA,1
5005,RUA PROF CALDAS FILHO,1
5006,RUA JACINTO FREIRE DE ANDRADE,1
5007,2 TRAV DO PROGRESSO,1
5008,R ALTEROZA,1
5009,R CATROIRO DA PAIXAO,1
5010,R GONÃALVES DIAS,1
5011,RUA SOLANO CARNEIRO DA CUNHA,1
5012,RUA CAPITAO MANOEL,1
5013,RUA JURANDA,1
5014,RUA MAJOR PAJUABA,1
5015,TRAVESSA ALTO SAO JOSE,1
5016,AV. HILDEBRANDO DE VASCONCELOS,1
5017,RUA PROFESSOR JOSE JOAQUIM,1
5018,RUA CAMPO VERDE,1
5019,RUA CANTOS ALTEMAR DUTRA,1
5020,RUA CURUPI,1
5021,RUA JORNALISTA JOSE MARIANO,1
5022,RUA ALFREDO CARNAVAL,1
5023,RUA TREZE DE DEZEMBRO,1
5024,2¬ TRAV. SOUTO BIGIDA,1
5025,RUA GUARATINGA,1
5026,AVENIDA CHAPADA DO ARARIPE,1
5027,EUA PEREIRA BARRETO,1
5028,R REVOLUCAO PRAEIRA,1
5029,RUA FLORAI,1
5030,RUA FALCAO LACERDA,1
5031,RUA ESTANISLAU CORREIA,1
5032,RUYA MAMEDE COELHO,1
5033,RUA EXP. AUGUSTINHO MONTEIRO,1
5034,RUA ONZE DE JUNHO,1
5035,R UBIRATON,1
5036,RUA CAPIT?O ARAUJO MIRANDA,1
5037,RUA DEPUTADO GOMES DE SA,1
5038,RUA JOSE CARLOS NOVAES MOTA,1
5039,"AV, BEBERIBE",1
5040,NATURALISTA AUGUSTO RUSKY,1
5041,RUA JOA,1
5042,RUA TEREZINHA LIMA,1
5043,FORMOSO DO ARAGUAIA,1
5044,RUA ARTHUR CAMPELO,1
5045,RUA 2,1
5046,AV. PROFESSOR ARTUR COUTINHO 1 A 839,1
5047,RUA MOTA,1
5048,RUA CAPITAO PAULO TEXEIRA,1
5049,PRIMEIRA TRV DA RUA DOS PRAZERES,1
5050,RUA DR. MIGUEL VIEIRA FERREIRA,1
5051,RUA DEUS TE GUARDE,1
5052,RUA MOCAMBIQUE,1
5053,R ARTHUR LICIJA,1
5054,AV. CONDE DA BOA VISTA,1
5055,RUA OSCAR BERATO,1
5056,RUA PARCITANA,1
5057,ATE 68/69 BAR?O DE LADARIO,1
5058,RUA ENG. POETA,1
5059,RUA SAMUEL FARIAS,1
5060,RUA PADRE CHAMPRAGNAT,1
5061,RUA DOUTOR PAULO CORREIA,1
5062,RUA BARRA DE JARDIM,1
5063,RUA MANOEL GONCALVES DA LUZ,1
5064,RUA JUSSARA,1
5065,RUA ALCANTARA DE 198 A 99999,1
5066,RUA CORENEL PACHECO,1
5067,RUA DR ANTONIO HERMENEGILDO DE CASTRO NETO,1
5068,RUA APUCANARA,1
5069,RUA JOSE JOALQUIM DE ALMEIDA,1
5070,RUA ASTORGA,1
5071,RUA CANDONOPOLIS,1
5072,RUA CARVALHO MENDOCA,1
5073,TRAV DE JANEIRO,1
5074,R ALICE TIBRIÃA,1
5075,RUA FRANKLIN T?VORA,1
5076,RUA PILOTO FERNANDO,1
5077,R MUNIZ FREIRE,1
5078,RUA ROMELANDIA,1
5079,R IJAQUECE,1
5080,R CANADA,1
5081,RUA ICANHA,1
5082,RUA MORUJA,1
5083,RUA DR JOA COIMBRA,1
5084,RUA JANIRO PONTE,1
5085,RUA SANTOS XINA RODRIGUES,1
5086,RUA FRANCISCO CAJUEIRO,1
5087,AV PINHEIROS,1
5088,RODRIGUES FERREIRA,1
5089,RUA MARTINIPOLIS,1
5090,SEGUNDA TRAVESSA CABO EUTROPIO,1
5091,RUA GONCALVES LEDO,1
5092,RUA CONDE SABUGOSA,1
5093,RUA DO BOM GOSTO,1
5094,RUA VALDIR PESSOA,1
5095,SUBIDA ARABUTA,1
5096,RUA DIVINOPOLIS,1
5097,R MACELEIA,1
5098,BASTAO DE CAMADUA,1
5099,RUA CIPOTANIA,1
5100,RUA DOUTOR ARTUR NEVES,1
5101,RUA DESEMBAGADOR MOTA MONTEIRO,1
5102,RUA JOSE FRANCISCO ARAUJO,1
5103,R DA VITORIA,1
5104,RUA CAPITAO COSMO DO REGO,1
5105,RUA TEBAS,1
5106,RUA ITARAMA,1
5107,RUA CORONEL JOSE CANDIDO,1
5108,RUA ADOLFO SIM?ES BARBOSA,1
5109,RUA RIOL?NDIA,1
5110,RUA BAR?O MENDES JAQUES,1
5111,RUA GUTIUBA,1
5112,RUA JAQUIRIBIVA,1
5113,RUA PRINCESA ISABEL,1
5114,RUA RIO BRANCO,1
5115,RUA POÃ?O,1
5116,RUA 13,1
5117,RUA ITAQUIA,1
5118,CONDE DO IRAJA,1
5119,RUA DOUTOR BENIGNO,1
5120,RUA DA SOLEDADE,1
5121,TRAVESSA PRESIDENTE MEDICY,1
5122,AV VISCONDE DE SAO LEOPOLDO,1
5123,RUA ENGENHEIRO NAVARRO,1
5124,RUA PANGARE,1
5125,ALTO SANTA IZABEL,1
5126,CAPUTIRA,1
5127,AV. RUI BARBOSA,1
5128,AV MARECHAL CORDEIRO DE FARIAS,1
5129,DONA ELVIRA,1
5130,RUA RUFINO MANUEL CAETANO,1
5131,RUA PADRE MANOEL DA NOBREGA,1
5132,R APINAJERIS,1
5133,RUA CASTANHAL,1
5134,RUA PEDRO BOULITREU,1
5135,RUA PROFESSOR EDUARDO WANDERLEI FILHO,1
5136,RUA CAFEZOPOLIS,1
5137,R CAMACHO,1
5138,RUA AMELIOPOLIS,1
5139,AV PORTO NACIONAL,1
5140,RUA ANDRE VIDAL DE MEDEIROS,1
5141,RUA SERGIO BITTENCOURT,1
5142,RUA PRESIDENTE VENACLAU,1
5143,RUA JOSE P,1
5144,RUA CONUVA,1
5145,RUA DONA VIRTUOSA DE LUCENA,1
5146,AVENIDAD DA RECUPERAÃ?O,1
5147,R ALEXANDRA GUAMAO,1
5148,RUA PRESIDENTE HONORIO HERMETO,1
5149,RUA PERIMIRIM,1
5150,RUA IBICUI,1
5151,RUA ELISEU CAVALCANTI,1
5152,TRAV. CESARIO CAMPELO,1
5153,RUA ABEL MANOEL,1
5154,RUA RIO JORDINA,1
5155,RUA FALCAO,1
5156,RUA BAR?O DE SERRO LARGO,1
5157,COR. BOMBEIRENCE,1
5158,R 16 DE JULHO,1
5159,RUA PROFESSOR JOSE MARINO DOS REIS,1
5160,RUA RIO UNA,1
5161,RUA CAPIT?O VICENTE,1
5162,RUA INTERLANDIA,1
5163,R 1¬ TRAVESSA GRAVATA,1
5164,2A. TV JOAO CORREIA FILHO,1
5165,3 TRAVESSA CABO EUTROPIO,1
5166,ULTIMA SUBIDA DA JOSELIA,1
5167,RUA MENDES MARTINS,1
5168,RUA CONDE DO IRAJA,1
5169,R DA CONSOLAÃ?O,1
5170,RUA PRESIDENTE WASHINGTON LUIZ,1
5171,RUA BRASALEA,1
5172,RUA BAR?O DE CAPIBARIBE,1
5173,RUA SOLDADO JOSE VIVANCO,1
5174,AVENIDA BAR?O DE BONITO,1
5175,RUA RUI BARBOSA,1
5176,RUA CORREGO LEONCIO,1
5177,RUA RIO JAMUND?,1
5178,RUA 9 DE MARÃO,1
5179,RUA DR. ARISTACHO,1
5180,RUA VENEZA,1
5181,RUA S?O SEBASTI?O LEME,1
5182,TRAVESSA ARNALDO PAZ DE ANDRADE,1
5183,RUA SAO DIMINGOS SAVIO,1
5184,RUA VERDEJANTE,1
5185,RUA RIO VERMELHO,1
5186,RUA CORNEL BENEDITO CHAVES,1
5187,AVENIDA PINHEIROS,1
5188,AV MUSTARINHA,1
5189,RUA CANTORA,1
5190,RUA PIRAIBA,1
5191,RUA NELSON DE SENA,1
5192,RUA ALIZIO CAVALCANTE,1
5193,RUA JORNALISTA IVIS JATOBA,1
5194,RUA EPITACIO PESSOA,1
5195,R JOSE FRANCELINO DE SOUZA,1
5196,RUA ARTUR MOURA,1
5197,AV. CONSELHEIERO ROSA E SILVA,1
5198,R COELHO NETO,1
5199,R TIRANCE ROZE,1
5200,R GONÃAVES DIAS,1
5201,RUA ALBERTO WANDERLEY,1
5202,RUA PINTO JUNIOR,1
5203,RUA DES EULINO SANTOS,1
5204,RUA DESPORTISTA WALDOMIRO DA SILVA,1
5205,RUA JOSE AUSTRAGIA,1
5206,RUA DA FASE,1
5207,1 TRV DO CAMPO,1
5208,RUA OLIMPIO ARROXELAS GALVAO,1
5209,RUA TERESOPOLIS,1
5210,RUA PALMEIRA,1
5211,RUA CORONEL MIZAEL DE MENDONCA,1
5212,RUA EXPEDICION?RIO DE CARVALHO,1
5213,RUA DR FLAVIO MAROJA,1
5214,R DOM DIAMANTINO COSTA,1
5215,RUA RABILO,1
5216,RUA CORONEL LIMA RODRIGUES,1
5217,AV TEMPO FELIZ,1
5218,RUA MANOEL CORTE REAL,1
5219,RUA WALNDELMAR,1
5220,RUA FELICIANO LINS,1
5221,RUA CAP AURELIO DE ARAUJO,1
5222,RUA ESTRADA DO BONGI,1
5223,R CACITOEIRA,1
5224,RUA CANTORA MAIZA,1
5225,RUA MARECHAL CRAVEIRO LOPSE,1
5226,RUA ENGENHO CABORGE,1
5227,AVENIDA LUIZ CORREIA DE BRITO,1
5228,RUA CAPITAO BARROSO,1
5229,MELU,1
5230,RUA JUMA,1
5231,RUA CARLOS DE OLIVEIRA FILHO,1
5232,AVENIDA ENGENHO POETA,1
5233,RUA JOAQUIM DE SOUZA CAVALCANTE,1
5234,S?O GABRIEL,1
5235,RUA CABURAI,1
5236,CURRUPI,1
5237,RUA DR DIRCEU VELLOSO TOSCANO DE BRITO,1
5238,RUA RODOLFO PINTO FERREIRA,1
5239,RUA COSTA LIMA,1
5240,RUA JURITI,1
5241,1¬ TRAV TAMBOARA,1
5242,EMILIANO BRAGA,1
5243,RUA MOSENHOR FERREIRA LIMA,1
5244,RUA PELOPIDAS ARROXELAS GALVAO,1
5245,RUA JO?O CABRAL DE M. NETO,1
5246,RUA PROFESSOR MARIO RAMOS,1
5247,RUA DONA ESTELA,1
5248,R CONJ. CAFEGOPOLIS,1
5249,RUA MANOEL BUFFONE PIRES,1
5250,RUA 3 QD 9,1
5251,RUA ANIBAL BENEVOLO,1
5252,RUA URBANO VITALINO DE MELO FILHO,1
5253,RUA PADRE CARAPUCEIRO,1
5254,RUA MATO GROSSO,1
5255,RUA POETA MARIA DE ALMEIDA,1
5256,AVENIDA FERNANDO SIMOES BARBOSA,1
5257,RUA ANA PIRES LUSTOSA,1
5258,RUA JEAN EMILE FAVRE,1
5259,1A TRAVESSA QUINZE DE NOVEMBRO,1
5260,R LOURO DE SOUZA,1
5261,RUA VISCONDE DE PARNAIBA,1
5262,RUA JOAQUIM RIBEIRO,1
5263,RUA AMELIA BERNADIDO DE SOUSA',1
5264,RUA MARTINOPOLES,1
5265,RUA MARCIEIRO,1
5266,RUA DIVINO SALVADOR,1
5267,RUA RAMIS GALV?O,1
5268,RUA BARRA DE GUABIRABA,1
5269,RUA ENGENHEIRO ARNALDO LIMA,1
5270,RUA PRIMEIRA TRAVESSA,1
5271,R. N. S. DO DESTERRO,1
5272,RUA BAGUARI,1
5273,RUA PASCOAL VIREINI,1
5274,RUA JO?O COSTA,1
5275,RUA LAGOA REAL,1
5276,RUA CORONEL GULART,1
5277,RUA DRAGAO DO MAR,1
5278,R. NORUEGA,1
5279,RUA MONTEIROPËLIS,1
5280,RUA DOM VI,1
5281,RUA VIREGINIA HERACLIO,1
5282,AV PROF ARTUR DE SA,1
5283,RUA MINISTRO ALBUQUERQUE LIMA,1
5284,RUA COMUNIDADE DE ZEPELIM,1
5285,RUA DES. ERACLITO CAVALCANTI,1
5286,R GRAVATA,1
5287,RUA PAES BARRETO,1
5288,RUA DR IVO BARROS,1
5289,RUA AUREO XAVIER,1
5290,R. VEREADOR CANUTO VICTOR DE CARVALHO,1
5291,RUA RIO JAGUARIBE,1
5292,RUA PINTOR AGENOR DE ALBUQUERQUE CESAR,1
5293,RUA CONDE DE BEGNOLO,1
5294,RUA NORUEGA,1
5295,PRIMEIRA TRV DA RUA LINHA NOVA,1
5296,RUA COMEIA,1
5297,R ALMIRANTE TAMANTARE,1
5298,RUA CHA DE ALEGRIA,1
5299,RECUPERAÃ?O,1
5300,RUA TOPAN,1
5301,RUA DOUTOR GONZAGA,1
5302,AV SIMOES BARBOSA,1
5303,RUA ESTER FOIGEL,1
5304,RUA JO?O CAVASLCANTI PETRIBU,1
5305,RUA SAGRES,1
5306,ESCRITOR DIOGO BARBOSA,1
5307,RUA CRISTINO DE CASTRO,1
5308,RUA ALVARO MOREIRA,1
5309,RUA TORITAMA,1
5310,'RUA SOLDADO GREGËRIO VILALVA,1
5311,RUA SAO FRANCISCO DE ASSIS,1
5312,RUA MOTORISTA ANTONIO PAULINO D ELIMA,1
5313,RUA DOUTOR FLAVIO FERREIRA DA SILVA MARAJO,1
5314,RUA DAS PANELAS,1
5315,TRAVESSA SERRA PRETA,1
5316,R ESTRADA REMEDIOS,1
5317,RUA JOSE AUSTRAGESIMO,1
5318,TRAVESSA PROFESSORA LUCIA MARIA SALES NEVES,1
5319,R CORONEL ANIZIO RODRIGUES,1
5320,R JONAS GUERRA,1
5321,RUA SILVINO LIRA,1
5322,RUA CORONEL DE MOURA ALVES,1
5323,AV ISABEL DE GOES,1
5324,RUA ABIAPABA,1
5325,RUA LUMIAR,1
5326,ALTO DO CAPITAO,1
5327,RUA JOANA FRANCISCA,1
5328,AV. SANTAR?,1
5329,RUA MONTEREI,1
5330,RUA DA ESTRADA DE BELEM,1
5331,RUA OSVALDO MACHADO,1
5332,JOSE DE HOLANDA,1
5333,R MANOEL BRANDAO,1
5334,TERCEIRA TRAVESSA DA RUA AUREA,1
5335,TV ENCANTADA MOCA,1
5336,RUA CERAPISSUMA,1
5337,BLUMENAU,1
5338,RUA LAGE DO UNA,1
5339,RUA JOAO PEDROSA,1
5340,"AV, PROFESSOR JOSE DOS ANJOS",1
5341,RUA BEL?M DE S?O FRANCISCO,1
5342,AV. DANTAS BARRETO,1
5343,RUA ESTAVAO DE SA,1
5344,RUA CLARIMA,1
5345,RUA CIRINO AFONSO MELO,1
5346,AVENIDA ZONA CAMENTINA,1
5347,RUA MACAJUBA,1
5348,RUA JFRANCISCO VALPASSOS,1
5349,AVENIDA 12 DE JUNHO,1
5350,RUA ARNALDO PIMENTEL,1
5351,RUA SANTA CRUZ DO CAPIBARIBE,1
5352,RUA ANTONIO LUIZ SOARES,1
5353,R LEIDE SANTANA,1
5354,RUA DA INTENDENCIA,1
5355,RUA PARA?SO DO NORTE,1
5356,RUA CORTES,1
5357,III TRAVESSA VISCONDE DE SABUGOSA,1
5358,RUA AMADOR ARAUJO,1
5359,RUA BONFIM,1
5360,RUA CENTEN?RIO,1
5361,RUA BAR?O DE CASTELO BRANCO,1
5362,RUA WALDEMAR NERY CARNEIRO MONTEIRO,1
5363,RUA PROFESSORA MARIA DA PAZ BRANDAO ALVES,1
5364,AV. DOMINGOS FERREIRA,1
5365,RUA ANTONIO PORFIRIO DE SANTANA,1
5366,RUA ESTUDANTE ARLINDO ALMEIDA,1
5367,2 TRAVESSA ALBUQUERQUE LIMA,1
5368,TRAVESSA LARGO DOS COELHOS,1
5369,RUA ABAIBA,1
5370,ARAGUACUI,1
5371,RUA ARQUITETO LUIZ NETO,1
5372,R ECYAS MUNIZ,1
5373,RUA TIANGU?,1
5374,COMANDANTE ARNALDO DA COSTA VARELA,1
5375,RUA DOUTOR ANTÈNIO CORREIA DE OLIVEIRA,1
5376,LADO ?MPAR CAXANG?,1
5377,RUA GRINALDA,1
5378,PROFESSOR JOSE DOS ANJOS,1
5379,RUA R RIO,1
5380,RUA VIOLONISTA ERNANE REIS,1
5381,RUA SANTO,1
5382,RUA SONDOLANDIA,1
5383,2 TRV DA RUA JOAO PAULO II,1
5384,R MAREDROL DEODOVO,1
5385,RUA EURICO DE SOUZA,1
5386,E ENGENHO BARRA NOVA,1
5387,R MONTISE,1
5388,RUA MARIA GONCALVES,1
5389,R TABELIAO JOAO ROMA,1
5390,RUA DR ARMANDO TAVARES,1
5391,RUA BARAO MENDES JACQUES,1
5392,RUA DOS OPERARIOS,1
5393,RUA MAJOR AFONSO LEAL,1
5394,R DO GIRASSOL,1
5395,RUA DONA AUGUSTA NOGUEIRA,1
5396,R DR ELIAS GOMES,1
5397,RUA EST. VELLIA DE AGUA FRIA,1
5398,RUA FERROVIARIO WALMIR MORAES,1
5399,RUA NOVA IBIA,1
5400,RUA JORNALISTA LUIZ TEIXEIRA,1
5401,MANOEL GOCALVES,1
5402,RUA PAULINO DA FARIAS,1
5403,AV.LUCIO VCHOA CAVALCANTI,1
5404,R BARAO DE ALAGOAS,1
5405,RUA ARCELENA DE OLIVEIRA,1
5406,R ALMIRANTE PEDRO MAX,1
5407,TRV SAO MARCOS,1
5408,RUA SILVERIANA,1
5409,RUA ESPLANADA,1
5410,RUA ANA DIAS,1
5411,RUA PROFESSORA MARIA DE LOURDES NOGUEIRA,1
5412,RUA ALEIXO DE ABREU,1
5413,RUA IÃAPO,1
5414,RUA BEZINHA,1
5415,TERCEIRA TRV DA RUA PECUI DE FARIAS,1
5416,MONSENHOR FERREIRA LIMA,1
5417,R DEPUTADO LUIS DIAS,1
5418,RUA VOLUNT?RIOS DA P?TRIA,1
5419,NOVA OLINDA,1
5420,TRAVESSA SO NOS DOIS,1
5421,RUA DEPUTADO AEDE SAMPAIO,1
5422,RUA JOSE AVELAR,1
5423,AV CIDADE MONTEIRO,1
5424,RUA DIOGO ALVARES,1
5425,RUA JOSE ANASTACIO S GUIMARAES,1
5426,RUA AYRES,1
5427,RUA JERICO,1
5428,TRIUNFO,1
5429,RUA DA ENCOSTA,1
5430,RUA CRISTIANOPOLIS,1
5431,RUA RIO FIGUR?,1
5432,PAULO BRANDAO,1
5433,R JOAO FRANCISCO,1
5434,RUA TORRES GALINDO NASCIMENTO,1
5435,RUA HUMBERTO DE CAMPOS,1
5436,RUA DOUTOR PAULO JACINTO,1
5437,TRAVESSA UBIRATAN,1
5438,R EXPEDICIONARIO JO?O E MARIA,1
5439,RUA BERNADO GABRIEL,1
5440,RUA CEL AVIADOR ROBERTO P RAMOS,1
5441,RUA CANDIDO B CASTELO BRANCO,1
5442,RUA DEPUTADO JOSE FRANCISCO DE MELO CAVALCANTE,1
5443,RUA PESQUEIRA,1
5444,RUA JOS? DE CARVALHO GAMA,1
5445,RUA? 1 DE JANEIRO,1
5446,RUA TAMBI?,1
5447,RUA BENCAO,1
5448,RUA ANDRELANDIA,1
5449,RUA 23 DE ABRIL,1
5450,QUARTA TRV DA RUA HENRIQUE LUCENA,1
5451,RUA DENDEZEIRO,1
5452,R ALMIRANTE BUNOSSO,1
5453,RUA ESDRAS FARIAS,1
5454,AVENIDA S?O PAULO,1
5455,RUA ARAGUANA,1
5456,RUA DR DELDO BARROS,1
5457,RUA TRES DE MAIO,1
5458,3 TRAVESSA PIO MUNIZ DE FARIAS,1
5459,RUA PASCOAL SIBIRI,1
5460,RUA DAS CONTENDAS,1
5461,RUA PAES CABRAL,1
5462,RUA SIMONIRIA,1
5463,RUA GUARANESIA,1
5464,RUA CATENDE,1
5465,RUA TIMBAUBA,1
5466,ARAUNA,1
5467,RUA FERNANDO AECIO G DE SOUZA,1
5468,RUA SINDCATO DOS BANCARIOS,1
5469,RUA MURILO LIRA,1
5470,SEGUNDA TRAVESSA LEAL,1
5471,R ESTRADA DOS REMEDIOS,1
5472,RUA PAULO BRANDAO CAVALCANTI,1
5473,RUA BRAGANÃA,1
5474,R PADRE CAPISTANO,1
5475,RUA CAPITAO MANUEL DE ARAUJO,1
5476,ELISIO MEDRADO,1
5477,RUA JOAO BATISTA,1
5478,RUA COMP VINICIUS DE MORAES,1
5479,RUA VINTE E SETE DE NOVEMBRO,1
5480,RUA GUARANIACU,1
5481,RUA AMELIA,1
5482,RUA LOURO DE SOUZA,1
5483,RUA CORR DO DEODATO,1
5484,RUA ALICE T,1
5485,RUA PETROLINA,1
5486,RUA VICENTE RIBEIRO,1
5487,MARANHAO SOBRINHO,1
5488,RUA DOM DIAMANTINO COSTA,1
5489,MIRANDA,1
5490,RUA DR LUIZ B UCHOA CAVALCANTE,1
5491,RUA JOSE LEONCIO,1
5492,RUA MIGUEL LAPENELA,1
5493,1 TRAVESSA AUREA,1
5494,RUA ESTRADADO BARBALHO,1
5495,RAA,1
5496,FIDILANDIA,1
5497,RUA COMANDANTE GARCIA DAVILA,1
5498,RUA JOAO SALES DE MENEZES DE 1 A 413,1
5499,RUA LAFRIRA DE PEAIS,1
5500,RUA EDUARDO PADRO,1
5501,ENCRUZILHADA,1
5502,EST DO BONGI,1
5503,TERCEIRA TRV JOAQUIM DA SILVA,1
5504,AV BARAO DE LENDARIO,1
5505,RUA FELIPE DE OLIVEIRA,1
5506,RUA URBANITARIOS,1
5507,RUA DANCY DAY,1
5508,RUA ARSENIO CALASA,1
5509,RUA SUBIDA ARABUTA,1
5510,RUA DOUTOR RAUL LAFAIETE,1
5511,CORREGO BOMBEIRENSE,1
5512,RUAJUREMA,1
5513,RUA VEREADOR R PEDROSA,1
5514,RUA SEGUNDA TRAVESSA DA AUREA,1
5515,RUA MARQUE DE BAEPENDI,1
5516,RUA NOSSA SENHORA DA CONCEIÃAO,1
5517,RUA JUDAS TADEU,1
5518,RUA IRACEMA,1
5519,RUA SUB COLINA DOS ANDES,1
5520,JOSE RAMOS VASCONCELOS,1
5521,RUA JOSE BEZERRA CAMARA,1
5522,R ASTROGILDE,1
5523,RUA LINDA BELA,1
5524,1¬ TRAVESSA MANOEL SALVADOR,1
5525,"TRAV, MANDISSA",1
5526,RUA IRECE,1
5527,CORREGO SANTA TEREZINHA,1
5528,RUA THEODOMIRO SELVA,1
5529,AV CONDE DA BOA VISTA,1
5530,RUA ALAGOANA,1
5531,SEGUNDA TRV DA RUA BARAO DE JAPARANA,1
5532,RUA CAPIT?O AURELIO DE ARAUJO,1
5533,RUA DO RANCHO,1
5534,R ALEXANDRE RODRIGUES FERREIRA,1
5535,RUA CANTOR PIXINGUINHA,1
5536,RUA CONCH?O,1
5537,RUA AMPARO,1
5538,R S?O SEBASTI?O,1
5539,RUA JUSSEL?NDIA,1
5540,RUA GROSELIA,1
5541,RUA GILBERTO TRAJANO,1
5542,RUA ALTO DA SAUDADE,1
5543,RUA DESEMBARGADOR EVANDRO,1
5544,SITIO SAPUCAIA,1
5545,RUA SERGIO ROCHA,1
5546,ELSEBIO,1
5547,RUA SEBASTI?O GRANDE,1
5548,RUA BRASILEIA,1
5549,RUA ARLINDO CASNEIROS,1
